principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,factoresprecio,numerofactor
multivitaminas y otros minerales incl combinaciones,Tableta o cápsula,multivitaminas y otros minerales incl combinaciones,mg,Viplena,Synthesis,Medio,2
multivitaminico,Tableta o cápsula,multivitaminico,mg,B-Vit,Procaps,Medio,2
multivitaminico,Tableta o cápsula,multivitaminico,mg,B-Vit,Procaps,Medio,2
mupirocina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,mupirocina 2 g,g,Presiderm,Mega Labs,Alto,3
mupirocina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,mupirocina 2 g,g,Mupicare,Pharmaderm,Bajo,1
mupirocina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,mupirocina 2 g,g,Presiderm,Mega Labs,Medio,2
nadroparina,Solución o suspensión inyectable,nadroparina 3800 ui,ml,Fraxiparine,Aspen,Medio,2
nadroparina,Solución o suspensión inyectable,nadroparina 5700 ui,ml,Fraxiparine,Aspen,Medio,2
nadroparina,Solución o suspensión inyectable,nadroparina 3800 ui,ml,Fraxiparine,Aspen,Medio,2
nadroparina,Solución o suspensión inyectable,nadroparina 5700 ui,ml,Fraxiparine,Aspen,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Oftalmotrisol,Incobra,Alto,3
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Albasol Liquifilm,Allergan,Alto,3
nafazolina,Solución o suspensión oftálmica,"nafazolina 0,5 mg",ml,Osmoclear,Opharm,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Nazil Ofteno,Sophia,Medio,2
nafazolina,Solución o suspensión oftálmica,"nafazolina 0,001 g",ml,Luz Zul Solucion Oftalmica,Luz Zul,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Nafvision,Vitalis,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Eye Zul 0.1%,Procaps,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Nafoftalm,Bio Esteril,Bajo,1
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Dilaoftal,Blaskov,Bajo,1
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Oftalmotrisol,Incobra,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Albasol Liquifilm,Allergan,Alto,3
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Nazil Ofteno,Sophia,Medio,2
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Eye Zul 0.1%,Procaps,Bajo,1
nafazolina,Solución o suspensión oftálmica,nafazolina 1 mg,ml,Nafoftalm,Bio Esteril,Medio,2
nafazolina y dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + nafazolina 0,12 mg",ml,Ocunid,Incobra,Medio,2
nafazolina y dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + nafazolina 0,12 mg",ml,Ocunid,Incobra,Medio,2
nafazolina y feniramina,Solución o suspensión oftálmica,"feniramina 3 ml + nafazolina 0,25 ml",ml,Oq - Fresh,Oftalmoquimica,Medio,2
naloxona,Solución o suspensión inyectable,"naloxona 0,4 mg",ml,Naloxona,Feparvi,Bajo,1
naloxona,Solución o suspensión inyectable,"naloxona 0,4 mg",ml,Naloxiv,Ryan,Alto,3
naloxona,Solución o suspensión inyectable,"naloxona 0,4 mg",ml,Naloxona,Feparvi,Bajo,1
naloxona,Solución o suspensión inyectable,"naloxona 0,4 mg",ml,Naloxiv,Ryan,Alto,3
naloxona y oxicodona,Tableta o cápsula de liberación modificada,oxicodona 10 mg + naloxona 5 mg,mg,Targin,Mundipharma,Medio,2
naloxona y oxicodona,Tableta o cápsula de liberación modificada,oxicodona 10 mg + naloxona 5 mg,mg,Targin,Mundipharma,Medio,2
nandrolona,Solución o suspensión inyectable,nandrolona 50 mg,ml,Deca - Durabolin,Aspen,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Winthrop,Medio,2
naproxeno,Tableta o cápsula,naproxeno 550 mg,mg,Naproxeno Sodico,Tecnoquimicas,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Laproff,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,American Generics,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,American Generics,Medio,2
naproxeno,Cremas o geles o ungüentos o pomadas o pastas o jaleas,naproxeno 10 mg,g,Lumbal,Lafrancol,Medio,2
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 125 mg,ml,Naproxeno,Pentacoop,Alto,3
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Ainedap,Coopidrogas,Bajo,1
naproxeno,Solución o suspensión oral,naproxeno 2500 mg,ml,"Naprox 2,5%",Labinco,Medio,2
naproxeno,Solución o suspensión oral,naproxeno 2500 mg,ml,"Naprox 2,5%",Labinco,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Improstan,Comerfar,Alto,3
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Lafrancol,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,La Sante,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Pentacoop,Bajo,1
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Naprox,Labinco,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Perclusone,Bioquifar,Alto,3
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Perclusone,Bioquifar,Alto,3
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Perclusone,Bioquifar,Alto,3
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Durafex,Tecnoquimicas,Alto,3
naproxeno,Tableta o cápsula,naproxeno 550 mg + naproxeno 65 mg,mg,Lumbal Forte,Lafrancol,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Duraflex,Tecnoquimicas,Alto,3
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Laproff,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 275 mg,mg,Apronax,Bayer,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Suprim-D,Anglopharma,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproflash,Novamed,Alto,3
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Proxenil,Med Line,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Memphis,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Best,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Best,Medio,2
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Suprim-D,Anglopharma,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Genfar,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Colmed,Medio,2
naproxeno,Tableta o cápsula,naproxeno 550 mg,mg,Apronax,Bayer,Alto,3
naproxeno,Tableta o cápsula,naproxeno 275 mg,mg,Apronax,Bayer,Alto,3
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 1245 mg,ml,Naproxeno,Tecnoquimicas,Medio,2
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 1245 mg,ml,Naproxeno,Tecnoquimicas,Medio,2
naproxeno,Tableta o cápsula,naproxeno 275 mg,mg,Naproxeno,Tecnoquimicas,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,La Sante,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Memphis,Medio,2
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 125 mg,ml,Naproxeno,Bussié,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Winthrop,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 550 mg,mg,Naproxeno Sodico,Tecnoquimicas,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Laproff,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,American Generics,Alto,3
naproxeno,Cremas o geles o ungüentos o pomadas o pastas o jaleas,naproxeno 10 mg,g,Lumbal,Lafrancol,Medio,2
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 125 mg,ml,Naproxeno,Pentacoop,Bajo,1
naproxeno,Solución o suspensión oral,naproxeno 2500 mg,ml,"Naprox 2,5%",Labinco,Medio,2
naproxeno,Solución o suspensión oral,naproxeno 2500 mg,ml,"Naprox 2,5%",Labinco,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Lafrancol,Alto,3
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Naprox,Labinco,Alto,3
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Perclusone,Bioquifar,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Perclusone,Bioquifar,Bajo,1
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Perclusone,Bioquifar,Medio,2
naproxeno,Tableta o cápsula,naproxeno 550 mg + naproxeno 65 mg,mg,Lumbal Forte,Lafrancol,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Laproff,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Suprim-D,Anglopharma,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproflash,Novamed,Alto,3
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Memphis,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Best,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Best,Medio,2
naproxeno,Solución o suspensión oral,naproxeno 3 g,ml,Suprim-D,Anglopharma,Bajo,1
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Genfar,Medio,2
naproxeno,Tableta o cápsula,naproxeno 250 mg,mg,Naproxeno,Colmed,Medio,2
naproxeno,Tableta o cápsula,naproxeno 550 mg,mg,Apronax,Bayer,Alto,3
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 1245 mg,ml,Naproxeno,Tecnoquimicas,Medio,2
naproxeno,Tableta o cápsula,naproxeno 275 mg,mg,Naproxeno,Tecnoquimicas,Medio,2
naproxeno,Tableta o cápsula,naproxeno 500 mg,mg,Naproxeno,Memphis,Alto,3
naproxeno,Polvo para reconstituir a Solución o suspensión oral,naproxeno 125 mg,ml,Naproxeno,Bussié,Alto,3
naproxeno + acetaminofen + cafeina,Tableta o cápsula,cafeina 65 mg + naproxeno 220 mg + acetaminofen 250 mg,mg,Lumbal Max,Lafrancol,Bajo,1
naproxeno + cafeina + acetaminofen,Tableta o cápsula,naproxeno 220 mg + cafeina 65 mg + acetaminofen 250 mg,mg,Candifine,Anzg,Medio,2
naproxeno + cafeina + acetaminofen,Tableta o cápsula,naproxeno 220 mg + cafeina 65 mg + acetaminofen 250 mg,mg,Candifine,Anzg,Medio,2
naproxeno + cafeina + acetaminofen,Tableta o cápsula,naproxeno 220 mg + cafeina 65 mg + acetaminofen 250 mg,mg,Candifine,Anzg,Medio,2
naproxeno y cafeina,Tableta o cápsula,cafeina 50 mg + naproxeno 220 mg,mg,Lumbal,Lafrancol,Medio,2
naproxeno y cafeina,Tableta o cápsula,naproxeno 220 mg + cafeina 50 mg,mg,Dolumbar,Incobra,Alto,3
naproxeno y cafeina,Tableta o cápsula,naproxeno 500 mg + cafeina 65 mg,mg,Naproflash Forte,Novamed,Medio,2
naproxeno y cafeina,Tableta o cápsula,naproxeno 220 mg + cafeina 50 mg,mg,Naprofen,Humax,Bajo,1
naproxeno y cafeina,Tableta o cápsula,naproxeno 220 mg + cafeina 50 mg,mg,Movidol M,Pauly,Medio,2
naproxeno y cafeina,Tableta o cápsula,cafeina 50 mg + naproxeno 220 mg,mg,Lumbal,Lafrancol,Medio,2
naproxeno y cafeina,Tableta o cápsula,naproxeno 220 mg + cafeina 50 mg,mg,Dolumbar,Incobra,Alto,3
naproxeno y cafeina,Tableta o cápsula,naproxeno 500 mg + cafeina 65 mg,mg,Naproflash Forte,Novamed,Medio,2
naproxeno y cafeina,Tableta o cápsula,naproxeno 220 mg + cafeina 50 mg,mg,Naprofen,Humax,Bajo,1
naproxeno y esomeprazol,Tableta o cápsula de liberación modificada,naproxeno 500 mg + esomeprazol 20 mg,mg,Naprozol,Novamed,Medio,2
naproxeno y esomeprazol,Tableta o cápsula de liberación modificada,naproxeno 500 mg + esomeprazol 20 mg,mg,Naprozol,Novamed,Medio,2
naproxeno y sumatriptan,Tableta o cápsula,naproxeno 500 mg + sumatriptan 85 mg,mg,Trass,Procaps,Alto,3
naproxeno y sumatriptan,Tableta o cápsula,naproxeno 500 mg + sumatriptan 85 mg,mg,Suaxina,Lafrancol,Bajo,1
naproxeno y sumatriptan,Tableta o cápsula,naproxeno 500 mg + sumatriptan 85 mg,mg,Trass,Procaps,Bajo,1
naproxeno y sumatriptan,Tableta o cápsula,naproxeno 500 mg + sumatriptan 85 mg,mg,Suaxina,Lafrancol,Alto,3
naproxeno y tiocolchicósido,Tableta o cápsula,tiocolchicósido 4 mg + naproxeno 250 mg,mg,Fleximax Nap,Lafrancol,Medio,2
naproxeno y tiocolchicósido,Tableta o cápsula,tiocolchicósido 4 mg + naproxeno 250 mg,mg,Fleximax Nap,Lafrancol,Medio,2
naratriptan,Tableta o cápsula,"naratriptan 2,5 mg",mg,Naramig,Glaxosmithkline,Medio,2
naratriptan,Tableta o cápsula,"naratriptan 2,5 mg",mg,Naramig,Glaxosmithkline,Medio,2
natalizumab,Solución o suspensión inyectable,natalizumab 300 mg,ml,Tysabri,Biogen,Medio,2
n- butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Labinpina,Labinco,Alto,3
n- butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Hioscina N-Butilbromuro,Laproff,Bajo,1
n- butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Labinpina,Labinco,Medio,2
n- butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Hioscina N-Butilbromuro,Laproff,Medio,2
n-butil bromuro de hioscina,Solución o suspensión inyectable,n- butil bromuro de hioscina 20 mg,ml,N-Butil Bromuro De Hioscina,Procaps,Bajo,1
n-butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Colespas,Labquifar,Medio,2
n-butil bromuro de hioscina,Solución o suspensión inyectable,n- butil bromuro de hioscina 20 mg,ml,N-Butil Bromuro De Hioscina,Procaps,Bajo,1
n-butil bromuro de hioscina,Tableta o cápsula,n- butil bromuro de hioscina 10 mg,mg,Colespas,Labquifar,Bajo,1
n-butilbromuro de hioscina,Solución o suspensión inyectable,n- butil bromuro de hioscina 20 mg,mg,Butilbromuro Hioscina,Ryan,Alto,3
n-butilbromuro de hioscina,Solución o suspensión inyectable,n- butil bromuro de hioscina 20 mg,mg,Butilbromuro Hioscina,Ryan,Alto,3
n-butil bromuro de hioscina + dipirona,Tableta o cápsula,dipirona 300 mg + n- butil bromuro de hioscina 10 mg,mg,Espasmobil Grageas,Farmacol Chinoin,Medio,2
n-butil bromuro de hioscina + dipirona,Tableta o cápsula,dipirona 300 mg + n- butil bromuro de hioscina 10 mg,mg,Espasmobil Grageas,Farmacol Chinoin,Medio,2
n-butil bromuro de hioscina e ibuprofeno,Tableta o cápsula,n- butil bromuro de hioscina 20 mg + ibuprofeno 400 mg,mg,Duopas,Chalver,Alto,3
n-butil bromuro de hioscina e ibuprofeno,Tableta o cápsula,n- butil bromuro de hioscina 20 mg + ibuprofeno 400 mg,mg,Duopas,Chalver,Alto,3
n-butil bromuro de hioscina y acetaminofen,Solución o suspensión oral,n- butil bromuro de hioscina 2 mg + acetaminofen 100 mg,ml,Dolotrin,Licol,Medio,2
n-butil bromuro de hioscina y acetaminofen,Tableta o cápsula,n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,mg,Dolotrin Spas,Licol,Medio,2
n-butil bromuro de hioscina y acetaminofen,Solución o suspensión oral,n- butil bromuro de hioscina 2 mg + acetaminofen 100 mg,ml,Dolotrin,Licol,Medio,2
n-butil bromuro de hioscina y acetaminofen,Tableta o cápsula,n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,mg,Dolotrin Spas,Licol,Alto,3
n-butilbromuro de hioscina y dipirona,Solución o suspensión inyectable,"metamizol sódico 2,5 g + metamizol sódico 2,5 g + n- butil bromuro de hioscina 20 mg",ml,Dipirona + Hioscina,Biosano,Medio,2
n-butilbromuro de hioscina y dipirona,Solución o suspensión inyectable,"metamizol sódico 2,5 g + metamizol sódico 2,5 g + n- butil bromuro de hioscina 20 mg",ml,Dipirona + Hioscina,Biosano,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebilet,Menarini,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nabila,Monte Verde,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Neviten,Mega Labs,Alto,3
nebivolol,Tableta o cápsula,nebivolol 10 mg,mg,Nabila,Monte Verde,Medio,2
nebivolol,Tableta o cápsula,"nebivolol 2,725 mg",mg,Nabila,Monte Verde,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebivolol,Mk,Bajo,1
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebivolol,Genfar,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebilet,Menarini,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nabila,Monte Verde,Alto,3
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Neviten,Mega Labs,Medio,2
nebivolol,Tableta o cápsula,nebivolol 10 mg,mg,Nabila,Monte Verde,Medio,2
nebivolol,Tableta o cápsula,"nebivolol 2,725 mg",mg,Nabila,Monte Verde,Medio,2
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebivolol,Mk,Bajo,1
nebivolol,Tableta o cápsula,nebivolol 5 mg,mg,Nebivolol,Genfar,Medio,2
nefopam,Solución o suspensión inyectable,nefopam 20 mg,ml,Acupan,Biocodex,Medio,2
nefopam,Solución o suspensión inyectable,nefopam 20 mg,ml,Acupan,Biocodex,Medio,2
neomicina + colistina + hidrocortisona,Solución o suspensión ótica,"colistina sulfato 1,538 mg + neomicina 5 mg + hidrocortisona 0,5 mg",ml,Fixamicin,Tecnoquimicas,Medio,2
neomicina + colistina + hidrocortisona,Solución o suspensión ótica,"colistina sulfato 1,538 mg + neomicina 5 mg + hidrocortisona 0,5 mg",ml,Fixamicin,Tecnoquimicas,Medio,2
neomicina + dexametasona + polimixina b,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b 6000 ui + neomicina 3,5 mg",ml,Wassertrol Suspension Oftalmica,Tecnofar,Medio,2
neomicina + dexametasona + polimixina b,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b 6000 ui + neomicina 3,5 mg",ml,Wassertrol Suspension Oftalmica,Tecnofar,Medio,2
neomicina + nistatina + triamcinolona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"triamcinolona 0,1 g + nistatina 10000000 ui + neomicina 0,25 g",g,Demtris Crema,Faes Farma,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"polimixina b sulfato 6000 g + neomicina 3,5 g + dexametasona 1 g",ml,Polioftal,Blaskov,Medio,2
neomicina + polimixina + dexametasona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 0,1 g",g,Oftaflox,Mega Labs,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b sulfato 6000 ui + neomicina 3,5 mg",ml,Oftaflox,Mega Labs,Alto,3
neomicina + polimixina + dexametasona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 600000 ui",g,Wassertrol,Tecnoquimicas,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"neomicina 3,5 mg + dexametasona 1 mg + polimixina b sulfato 6000 ui",ml,Cortidron,Comerfar,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b sulfato 6000 ui + neomicina 3,5 mg",ml,Mixoftal,Tecnoquimicas,Bajo,1
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"neomicina 3,5 mg + polimixina b sulfato 6000 ui + dexametasona 1 mg",ml,Vitatriol,Vitalis,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"polimixina b sulfato 6,6 ui + dexametasona 1 mg + neomicina 3,5 mg",ml,Trivisiol,Gruinfacol,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"polimixina b sulfato 6000 g + neomicina 3,5 g + dexametasona 1 g",ml,Polioftal,Blaskov,Medio,2
neomicina + polimixina + dexametasona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 0,1 g",g,Oftaflox,Mega Labs,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b sulfato 6000 ui + neomicina 3,5 mg",ml,Oftaflox,Mega Labs,Alto,3
neomicina + polimixina + dexametasona,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 600000 ui",g,Wassertrol,Tecnoquimicas,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"dexametasona 1 mg + polimixina b sulfato 6000 ui + neomicina 3,5 mg",ml,Mixoftal,Tecnoquimicas,Bajo,1
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"neomicina 3,5 mg + polimixina b sulfato 6000 ui + dexametasona 1 mg",ml,Vitatriol,Vitalis,Medio,2
neomicina + polimixina + dexametasona,Solución o suspensión oftálmica,"neomicina 3,5 mg + polimixina b sulfato 6000 ui + dexametasona 1 mg",ml,Vitatriol,Vitalis,Medio,2
neomicina + triamcinolona + nistatina,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 2,5 mg + triamcinolona 1 mg + nistatina 100000 ui",g,Demtris Unguento,Faes Farma,Medio,2
neomicina y óxido de zinc,Cremas o geles o ungüentos o pomadas o pastas o jaleas,"neomicina 0,5 g + óxido de zinc 4,35 g",g,Merey Ungüento,Merey,Medio,2
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 g",ml,Neostigmina,Feparvi,Medio,2
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 mg",ml,Prostigmineampollas,Grossman,Medio,2
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 g",ml,Neostigmina,Sanderson,Bajo,1
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 g",ml,Neostigmina,Feparvi,Alto,3
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 mg",ml,Neostigmina,Biosano,Bajo,1
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 mg",ml,Neostigmina,Vitalis,Medio,2
neostigmina,Solución o suspensión inyectable,"neostigmina 0,5 mg",ml,Prostigmineampollas,Grossman,Alto,3
nepafenac,Solución o suspensión oftálmica,nepafenac 1 mg,ml,Nevanac,Novartis,Medio,2
nepafenac,Solución o suspensión oftálmica,nepafenac 1 mg,ml,Nevanac,Novartis,Medio,2
nepafenaco,Solución o suspensión oftálmica,nepafenaco 1 mg,ml,Nepaoftal Suspension Oftalmica,Tecnoquimicas,Medio,2
nepafenaco,Solución o suspensión oftálmica,nepafenaco 1 mg,ml,Nepaoftal Suspension Oftalmica,Tecnoquimicas,Medio,2
neumococo antigenos polisacaridos conjugados purificados,Polvo para reconstituir a Solución o suspensión oral,"neumococo antigenos polisacaridos purificados 3,5 mg",mg,Broncho Vaxom Niños,Om,Medio,2
neumococo antigenos polisacaridos conjugados purificados,Solución o suspensión inyectable,neumococo antigenos polisacaridos conjugados purificados,ml,Synflorix Vacuna,Glaxosmithkline,Medio,2
neumococo antigenos polisacaridos conjugados purificados,Polvo para reconstituir a Solución o suspensión oral,"neumococo antigenos polisacaridos purificados 3,5 mg",mg,Broncho Vaxom Niños,Om,Medio,2
neumococo antigenos polisacaridos purificados,Solución o suspensión inyectable,neumococo antigenos polisacaridos purificados,ml,Pneumovax 23,Merck Sharp Dome,Medio,2
neumococo antigenos polisacaridos purificados,Solución o suspensión inyectable,neumococo antigenos polisacaridos purificados,ml,Pneumovax 23,Merck Sharp Dome,Medio,2
nevirapina,Tableta o cápsula,nevirapina 200 mg,mg,Nevivir,Hetero Labs,Medio,2
nevirapina,Tableta o cápsula,nevirapina 200 mg,mg,Nevirapina,Percos,Medio,2
nevirapina,Tableta o cápsula,nevirapina 200 mg,mg,Nevirapina,Aurobindo,Alto,3
nevirapina,Solución o suspensión oral,nevirapina 50 mg,ml,Neviparina,Aurobindo,Medio,2
nevirapina,Tableta o cápsula,nevirapina 200 mg,mg,Nevivir,Hetero Labs,Bajo,1
nicotina,Tableta o cápsula,nicotina 2 mg,mg,Nicorette,Janssen,Medio,2
nicotina,Tableta o cápsula,nicotina 4 mg,mg,Nicorette,Janssen,Medio,2
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 30 mg,mg,Cardiosol,Procaps,Alto,3
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 60 mg,mg,Cardiosol,Procaps,Medio,2
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 30 mg,mg,Nifedipino,Laboratorios Richmond,Bajo,1
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 30 mg,mg,Cardiosol,Procaps,Alto,3
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 60 mg,mg,Cardiosol,Procaps,Medio,2
nifedipina,Tableta o cápsula de liberación modificada,nifedipina 30 mg,mg,Nifedipino,Novamed,Bajo,1
nifedipino,Tableta o cápsula de liberación modificada,nifedipino 30 mg,mg,Beclazone,Ci Farmacapsulas,Medio,2
nifedipino,Tableta o cápsula de liberación modificada,nifedipino 30 mg,mg,Beclazone,Ci Farmacapsulas,Medio,2
nifuroxazida,Tableta o cápsula,nifuroxazida 200 mg + nifuroxazida 300 mg,mg,Krodex,Patmar,Medio,2
nifuroxazida y metronidazol,Solución o suspensión oral,nifuroxazida 4 g + metronidazol base 5 g,ml,Metroxazol,Eurofarma,Bajo,1
nifuroxazida y metronidazol,Tableta o cápsula,nifuroxazida 200 mg + metronidazol 600 mg,mg,Diarset Nx,Nevox,Medio,2
nifuroxazida y metronidazol,Solución o suspensión oral,nifuroxazida 4 g + metronidazol base 8 g,ml,Inverpar,Bremymg,Medio,2
nifuroxazida y metronidazol,Tableta o cápsula,nifuroxazida 200 mg + metronidazol 600 mg,mg,Diarset Nx,Nevox,Medio,2
nilotinib,Tableta o cápsula,nilotinib 200 mg,mg,Tasigna,Novartis,Medio,2
nilotinib,Tableta o cápsula,nilotinib 200 mg,mg,Tasigna,Novartis,Medio,2
