principioactivo,concentracion,formafarmaceutica
NAPROXENO SÓDICO,275 MG,CÁPSULA BLANDA
NAPROXENO SÓDICO,250 MG,CÁPSULA DURA
NAPROXENO SÓDICO,0 1,GEL TÓPICO
NAPROXENO SÓDICO + ACETAMINOFÉN,275 MG +  300 MG,TABLETA
NAPROXENO SÓDICO + ACETAMINOFÉN,125 MG + 100 MG / 5 ML,POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL
NAPROXENO SÓDICO + N-BUTILBROMURO DE HIOSCINA,242 MG + 10 MG,TABLETA
NAPROXENO +  CAFEINA,250 MG + 65 MG,CAPSULA BLANDA
NAPROXENO +  CAFEINA,220 G + 50 MG,TABLETA
NAPROXENO +  CAFEINA,220 MG + 65 MG,CAPSULA BLANDA
NAPROXENO + ACETAMINOFEN + CAFEINA,250MG +  325MG + 65MG,CÁPSULA BLANDA
NICOTINA,2 MG,GOMA DE MASCAR
NICOTINA,4 MG,GOMA DE MASCAR
NICOTINA,0 83 MG / CM2,PARCHE
NICOTINA,36 MG / CM2,PARCHE
NICOTINA,78 MG / 15 CM2,PARCHE
NICOTINA,114 MG / 22 CM2,PARCHE
NICOTINA,2 MG,TABLETA   PARA DISOLVER EN LA BOCA
NICOTINA,4 MG,TABLETA   PARA DISOLVER EN LA BOCA
NICOTINAMIDA  + PIRIDOXINA CLORHIDRATO + RIBOFLAVINA + TIAMINA CLORHIDRATO,50 MG + 20 MG + 10 MG + 10 MG,TABLETA
NICOTINAMIDA  + PIRIDOXINA CLORHIDRATO + RIBOFLAVINA + TIAMINA CLORHIDRATO,20 MG + 20 MG +3 MG + 10 MG,TABLETA
NIMESULIDA,2 G / 100 G,GEL
NISTATINA,10 000 000UI/100G,CREMA TOPICA
NISTATINA + ÓXIDO DE ZINC,100 U + 2 G / 100 G,CREMA TÓPICA
NISTATINA + ÓXIDO DE ZINC,100 U + 2 G / 100 G,UNGÜENTO
NISTATINA + ÓXIDO DE ZINC,2 272 G + 40 G / 100 G,CREMA
NITRATO DE ISOCONAZOL,1G / 100 G,CREMA TÓPICA
NITRATO DE ISOCONAZOL,1G / 100 ML,LOCIÓN TÓPICA
NITRATO DE POTASIO,5 G / 100 ML,SOLUCIÓN BUCAL
NONOXINOL,168 MG,ÓVULO
NOSCAPINA,5G /100 ML,SOLUCIÓN ORAL
N-BUTILBROMURO DE HIOSCINA,10 MG,TABLETA
N-BUTILBROMURO DE HIOSCINA,10 MG,GRAGEA
N-BUTILBROMURO DE HIOSCINA,10 MG/ML,SOLUCIÓN ORAL
0- B-HIDROXIETIL -RUTÓSIDOS,500 MG,TABLETA EFERVESCENTE
0- B-HIDROXIETIL -RUTÓSIDOS,1000 MG,TABLETA EFERVESCENTE
OMEPRAZOL,10 MG,CÁPSULA DURA
OXICONAZOL,1G / 100 G,CREMA
OXICONAZOL,1G / 100 G,POLVO TÓPICO
OXICONAZOL,1G /100 ML,LOCIÓN TÓPICA
ÓXIDO DE ZINC,25 G / 100 G,PASTA
ÓXIDO DE ZINC,25G / 100 G,UNGÜENTO
ÓXIDO DE ZINC,25G / 100 G,CREMA
ÓXIDO DE ZINC,20 G / 100 G,CREMA
ÓXIDO DE ZINC,12 G,POMADA
OXIMETAZOLINA CLORHIDRATO,0 5MG/ML*,SOLUCION NASAL
OXIMETAZOLINA CLORHIDRATO,0 25 MG / ML  0 025% *,SOLUCION OFTALMICA
PANCREATINA + DIMETILPOLISILOXANO,400 MG + 40 MG,GRAGEA
PANCREATINA  + SIMETICONA,170 MG + 80 MG,GRAGEA  / TABLETA/GRANULADO  -ORAL
PANCREATINA  + SIMETICONA,300MG  + 100 MG,GRAGEA  / TABLETA/GRANULADO  -ORAL
PANCREATINA  + SIMETICONA + HEMICELULOSA,175 MG + 25 25 MG + 50 MG,GRAGEA
PANCREATINA + POLVO SECO DE SILICONA,8 6 G + 15 5 G,GRANULADO PARA RECONSTITUIR  ADMINISTRACIÓN ORAL
PARACETAMOL + MALEATO DE CLORFENIRAMINA,500 MG + 2 MG,TABETA RECUBIERTA
PENCICLOVIR,1 G / 100 G,CREMA TOPICA
PERMETRINA,1 G / 100 ML,EMULSIÓN  CHAMPOO
PERMETRINA + PIPERONIL BUTÓXIDO,1 G + 4 G / 100 ML,SOLUCIÓN TÓPICA
PEROXIDO DE HIDRÓGENO + UREA,0 065 G + 0 065 G / ML,SOLUCIÓN OTÍCA
PERÓXIDO DE BENZOILO,5 G / 100 ML,LOCIÓN TÓPICA
PERÓXIDO DE BENZOILO,10 G / 100ML,LOCIÓN TÓPICA
PERÓXIDO DE BENZOILO,15 G / 100 ML,LOCIÓN TÓPICA
PERÓXIDO DE BENZOILO,2 5 G / 100 ML,GEL
PERÓXIDO DE BENZOILO,4 G / 100 ML,GEL
PERÓXIDO DE BENZOILO,5 G / 100 ML,GEL
PERÓXIDO DE BENZOILO,10G / 100 ML,GEL
PERÓXIDO DE BENZOILO,5 G / 100 G,PASTA DE JABÓN
PERÓXIDO DE BENZOILO,2 5 G/ 100 G,CREMA
PERÓXIDO DE BENZOILO,5 G / 100 G,CREMA
PERÓXIDO DE BENZOILO,10 G / 100 G,CREMA
PERÓXIDO DE BENZOILO,20 83 G / 100 G,ESPUMA TÓPICA EN AEROSOL
PEROXIDO DE HIDROGENO,1 5G /100ML,SOLUCIÓN TÓPICA BUCAL
PEROXIDO DE HIDROGENO,3 6 G /100 ML,SOLUCIÓN TÓPICA BUCAL
PEROXIDO DE HIDROGENO,4G/100ML,SOLUCIÓN TOPICA PIEL
PETROLATO BLANCO,100 G,UNGÜENTO TÓPICO
PICOSULFATO DE SODIO,33 34 MG DE PICOSULFATO DE SODIO +  28 22 G DE ACEITE MINERAL/100ML,EMULSIÓN ORAL
PICOSULFATO DE SODIO,2 5 MG,CÁPSULA BLANDA
PICOSULFATO DE SODIO,5 MG,TABLETA
PICOSULFATO DE SODIO,7 5 MG / ML,SOLUCIÓN ORAL  GOTAS
PIDOLATO DE CALCIO,3 704 G EQUIVALENTE A 500  MG / 8 G,GRÁNULOS
PIRANTEL EMBONATO,250 MG,CÁPSULA BLANDA
PIRANTEL EMBONATO,5 G / 100 ML,SUSPENSIÓN ORAL
PIRANTEL EMBONATO,250 MG,TABLETA MASTICABLE
PIRANTEL EMBONATO,250 MG,TABLETA
PIRIDOXINA CLORHIDRATO,50 MG,TABLETA
PIROXICAM,0 5G / 100 G,GEL TÓPICO
PIROXICAM,1G / 100 G,GEL TÓPICO
POLISULFATO DE MUCOPOLISACÁRIDO,25000 UI / 100 G  SUSTANCIA DE COMPARACIÓN  HEPARINA DEL ESTÁNDAR INTERNACIONAL  25000 U I,GEL TÓPICO
POLISULFATO DE MUCOPOLISACÁRIDO,25000 UI / 100 G  DETERMINADAS MEDIANTE EL TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADA  TTPA  0 30000 G,CREMA TÓPICA
POLISULFATO DE MUCOPOLISACÁRIDO,25000 UI / 100 G  DETERMINADAS MEDIANTE EL TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADA  TTPA  0 30000 G,CREMA TÓPICA
POLISULFATO DE MUCOPOLISACÁRIDO,300 MG /100G,GEL TÓPICO
POLISULFATO DE MUCOPOLISACÁRIDO,300 MG /100G,CREMA TÓPICA
POLIVINIL ALCOHOL + POVIDONA,14 MG + 6 MG / ML,SOLUCIÓN OFTÁLMICA
POLIVINILPIRROLIDONA,50 MG / ML,SOLUCIÓN OFTÁLMICA
POLOXAMER 407,2 G / 100 ML,SOLUCIÓN OFTÁLMICA
PRAMIVERINA,2 MG,TABLETA
PRAMIVERINA + ACETAMINOFÉN,20 MG + 500 MG,TABLETA
PRAMIVERINA + ACETAMINOFÉN,2MG + 500MG,TABLETA
PRAMIVERINA + ACETAMINOFÉN,0 7MG + 100MG / 100ML,SOLUCIÓN ORAL
PRAMIVERINA + ACETAMINOFÉN,4MG + 100MG / 100ML,SOLUCIÓN ORAL
PRAMOXINA O PRAMOCAINA,1 G / 100 ML,LOCIÓN TÓPICA
PRAMOXINA CLORHIDRATO + ÓXIDO DE ZINC,1 075 MG + 8 MG / 100 ML,CREMA TÓPICA
PRAMOXINA CORHIDRATO + ACETATO DE ZINC,1000 MG +100 MG / 100 ML,LOCIÓN TÓPICA
PRAMOXINA CLORHIDRATO + ÓXIDO DE ZINC,1 075  MG + 120 MG / 100 ML,LOCIÓN
POLIETILENGLICOL 400 + PROPILENGLICOL,4 MG + 3 MG,SOLUCIÓN OFTÁLMICA
PSYLIUM + PECTINA + QUITINA + SALVADO DE TRIGO,200 MG + 40 MG + 180 MG + 170 MG,TABLETA
RANITIDINA,75MG,TABLETA
RANITIDINA,75MG,TABLETA EFERVESCENTE
RUIBARBO POLVO + SULFATO DE MAGNESIO,1 G + 30 G / 100 G,POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL
RUIBARBO POLVO + SULFATO DE MAGNESIO,14 G + 84 G / 100 G,NO REPORTA
RUIBARBO POLVO + SULFATO DE MAGNESIO + HOJAS SEN,1 96 G + 94 G + 2 G / 100 G,POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL
RUIBARBO POLVO + ÁCIDO SALICÍLICO,2 5 G + 1 G / 100 ML,SOLUCIÓN ORAL
SALICILATO DE METILO,7 G / 100 G,CREMA
SALICILATO DE METILO + CAPSAICINA,10G + 0 025G / 100G,GEL
SALICILATO DE METILO + YODO RESUBLIMADO,8 G + 4 G / 100 G,POMADA
SALICILATO DE METILO + YODO METALICO RESUBLIMADO,5 G + 5 333 G/100 G,UNGÜENTO TÓPICO
SALICILATO DE METILO+SOLUCIÓN DE YODO COMO  0100 G DE YODO PURO,0 117+0 028 / 100 G,CREMA TÓPICA
SALICILATO DE METILO + YODO METALICO + YODURO DE POTASIO,6 8G + 4 8 G + 1 G / 100 G,CREMA TÓPICA
SALICILATO DE METILO+ MENTOL,10 G + 3 G / 100 G,POMADA
SALICILATO DE METILO+ MENTOL,30 G + 10 G / 100 G,POMADA
SALICILATO DE METILO+ MENTOL,10 G + 3 G / 100 G,POMADA
SALICILATO DE METILO+ MENTOL,13 75 G + 13 75 G / 100 G,POMADA
SALICILATO DE METILO+ MENTOL,27 G + 9 G / 100 G,CREMA
SALICILATO DE METILO+ MENTOL,15 G + 10 G / 100 G,CREMA
SALICILATO DE METILO+ MENTOL,28 1 G + 10 G / 100G,CREMA
SALICILATO DE METILO+ MENTOL,30 G + 8 G / 100 G,CREMA TÓPICA
SALICILATO DE METILO+ MENTOL,35 G + 10 G / 100 G,CREMA
SALICILATO DE METILO+ MENTOL,29 99 G + 10 G / 100 G,CREMA
SALICILATO DE METILO+ MENTOL,12 G + 1G/ 100 ML,SOLUCIÓN EN AEROSOL TÓPICO
SALICILATO DE METILO+ MENTOL,25 G + 10 G / 100 ML,LOCIÓN
SALICILATO DE METILO+ MENTOL,13 G + 4 G /100 ML,LOCIÓN
SALICILATO DE METILO+ MENTOL,30 G + 8 G / 100 G,GEL
SALICILATO DE METILO+ MENTOL,15 G + 5 G / 100 G,UNGÜENTO TÓPICO
SALICILATO DE METILO+ MENTOL,29 58 G + 7 75 G / 100 G,UNGÜENTO TÓPICO
SALICILATO DE METILO+ MENTOL,30 G + 10 G / 100 G,UNGÜENTO TÓPICO
SALICILATO DE METILO +OLEORRESINA CAPSICUM EQUIVALENTE A CAPSAICINAS,10 G + 0 025 G / 100 ML,GEL
SALICILATO DE METILO + MENTOL + OLEPRESINA DE CAPSAICINA,20 G+2G + 0 1G /100 G,UNGÜENTO
SALICILATO DE METILO+ALCANFOR+OLEORESINA DE CAPSICO,15 ML + 5 ML + 5 ML/ 100 ML,SOLUCIÓN TÓPICA
SALICILATO DE METILO + CLORURO DE ZINC,4 G + 0 421 G /100 ML,SOLUCIÓN ORAL
SALICILATO DE METILO + CLORURO DE ZINC,0 854 G + 0 385 G / 100 ML,SOLUCIÓN BUCOFARÍNGEA
SALICILATO DE METILO + CLORURO  DE  ZINC + CLORURO DE CETILPIRIDINIO,0 854 G + 0 385 G + 0 2 G/100 ML,SOLUCIÓN BUCAL
SENOSIDOS+RUIBARBO BOLDO + CASCARA SAGRADA + ACEITE DE RICINO,"17 MG+75 MG+300 MG+400 MG
+50 MG",TABLETA
SENÓSIDOS SENOSIDOS CALCICOS A+B,17MG,TABLETA
SIMETICONA,80 MG,CÁPSULA
SIMETICONA,200 MG,CÁPSULA BLANDA
SIMETICONA,250 MG,CÁPSULA BLANDA
SIMETICONA,50 MG,GRAGEA
SIMETICONA,60 MG,GRAGEA
SIMETICONA,1 G / 100 ML,SUSPENSIÓN ORAL
SIMETICONA,80 MG,TABLETA
SIMETICONA,250 MG,TABLETA
SIMETICONA,100 MG,TABLETA MASTICABLE
SIMETICONA,166 MG,TABLETA MASTICABLE
SIMETICONA,125 MG,CÁPSULA DE GELATINA BLANDA / GRANULADOS /TABLETA
SIMETICONA + ACEITE ESENCIAL ANÍS,185MG + 100MG,GOTAS – SOLUCIÓN ORAL
SIMETICONA + CARBÓN ACTIVADO,100MG + 250MG,CÁPSULA DURA
SIMETICONA + CARBÓN ACTIVADO,125 MG + 250 MG,CÁPSULA DURA
SIMETICONA + CARBÓN ACTIVADO + ACEITE ESENCIAL DE ANÍS,125MG + 250MG + 20MG,TABLETA RECUBIERTA
SIMETICONA + MAGALDRATE + ALGINATO DE SODIO + BICARBONATO DE SODIO,75 MG + 409 05 + 375 MG + 400 5MG / 15ML,SUSPENSIÓN ORAL
"STREPTOCOCCUS CREMORIS+STREPTOCOCCUS LACTIS+LACTOBACILLUS ACIDOPHILLUS+LACTOBACILLUS BULGARICUS+LACTOBACILLUS PLANTARUM+LACTOBACILLUS CAUCASICUS +LACTOBACILLUS LACTIS+LACTOBACILLUS CASEI+ 
SACHAROMYCES  S P","337 5 MILLONES+
337 5 MILLONES+
1 125 MILLONES+
1 125 MILLONES+
1 125 MILLONES+
1 125 MILLONES+
1 125MILLONES+
1 125 MILLONES+
187 5 MILLONES+",LIOFILIZADO PARA SOLUCIÓN BEBIBLE
SULFURO DE SELENIO,2 5 G / 100 ML,LOCIÓN
SULFADIAZINA DE PLATA,1 G / 100G,POLVO TÓPICO
SULFADIAZINA DE PLATA,1G / 100 G,CREMA
SULFADIAZINA DE PLATA,1G / 100 ML,LOCIÓN
SULFATO DE ZINC MONOHIDRATADO EQUIVALENTE A ZINC,20MG,TABLETA
SULFATO DE ZINC MONOHIDRATADO EQUIVALENTE A ZINC,200 G / 100ML,SOLUCIÓN ORAL
TIAMINA MONONITRATO + RIBOFLAVINA + PIRIDOXINA + NICOTINAMIDA,10MG + 10 MG + 20MG + 50MG,CÁPSULA BLANDA
TERBINAFINA CLORHIDRATO,1 G /100 G,GEL TÓPICO
TERBINAFINA CLORHIDRATO,1 G / 100 G,CREMA
TERBINAFINA CLORHIDRATO,1 G / 100 ML,LOCIÓN
TERBINAFINA CLORHIDRATO,1 G / 100 G,POLVO TÓPICO
TERBINAFINA CLORHIDRATO,10 MG / G,SOLUCIÓN FORMADORA DE PELÍCULA
TERBINAFINA CLORHIDRATO,1G / 100ML,SUSPENSIÓN EN AEROSOL
TERBINAFINA CLORHIDRATO,1 125G / 100 G,SUSUPENSIÓN EN AEROSOL
TIOCONAZOL,1G / 100 G,CREMA
TIOCONAZOL,2 G / 100 G,CREMA
TIOCONAZOL,1 G / 100 G,POLVO TÓPICO
TIOCONAZOL,1 G / 100 ML,LOCIÓN TÓPICA
ÓXIDO DE ZINC + DIÓXIDO DE  TITANIO + VITAMINA A PALMITATO,18 5 G + 8 G + 0 15 G / 100 G,POMADA
TRICLOSÁN,0 2 G / 100 G,POLVO TÓPICO
TRICLOSÁN,0 25 G / 100 G,POLVO TÓPICO
TRICLOSÁN,0 5 G / 100 G,POLVO TÓPICO
TRICLOSÁN,0 002 G / 100 ML,SOLUCIÓN TÓPICA
TRICLOSÁN  + ÁCIDO BÓRICO,0 1 G + 2 5 G / 100 G,POLVO TÓPICO
TRICLOSÁN  + ÁCIDO BÓRICO,0 1 G   +  4 28 G / 100G,POLVO TÓPICO
TRICLOSÁN  + ÁCIDO BÓRICO,0 2 G + 4  5 G / 100 G,POLVO TÓPICO
TRICLOSÁN + ÁCIDO BÓRICO + ÓXIDO DE ZINC,0 15 G + 3 G + 3 G / 100 G,POLVO TÓPICO
TRICLOSÁN + ÁCIDO BÓRICO + ÓXIDO DE ZINC,0 1G + 3 G + 13 3 G / 100 G,POLVO TÓPICO
TRICLOSÁN + ÁCIDO BÓRICO + ÓXIDO DE ZINC,5 G + 0 2 G + 2 G /100 G,POLVO TÓPICO
TRICLOSÁN + ÁCIDO BÓRICO + ÓXIDO DE ZINC,0 2  G+ 5 G + 2 G / 100 G,POLVO TÓPICO
TRICLOSÁN + ÁCIDO BÓRICO + ÓXIDO DE ZINC,0 1 G + 3 G + 6 G/ 100 G,POLVO TÓPICO
TRICLOSÁN + D-PANTENOL,1 1 G + 0 1 G / 100 ML,SOLUCIÓN BUCOFARÍNGEA
TIMEROSAL,0 1 G /100 ML,SOLUCION TÓPICA
TOLNAFTATO,1 G / 100 G,CREMA
TOLNAFTATO,1G / 100 ML,LOCIÓN TÓPICA
TOLNAFTATO,1G / 100 G,POLVO TÓPICO
TOLNAFTATO,1G / 100,ESPUMA
TOLNAFTATO,1G / 100 G,TALCO SECO EN AEROSOL
VITAMINA E  ALFA TOCOFEROL ACETATO,100 MG,CÁPSULA
VITAMINA E  ALFA TOCOFEROL ACETATO,100 MG,TABLETA
VITAMINA E  ALFA TOCOFEROL ACETATO,400 U I,CÁPSULA BLANDA
VITAMINA E  ALFA TOCOFEROL ACETATO,1000 U I  666 67 G,CÁPSULA BLANDA
VITAMINA A  PALMITATO,10000 U I,CÁPSULA
VITAMINA B1  TIAMINA,30 MG,TABLETA
VITAMINA A  PALMITATO  + VITAMINA B1 +VITAMINA B2 + NICOTINAMIDA + CALCIO ELEMENTAL,600 UI + 1 MG + 1 5 MG + 15 MG +15 MG + 500 MG /2 G POLVO,POLVO LIOFILIZADO  PARA RECONSTITUIR A SOLUCIÓN ORAL
VITAMINA A  ACETATO VIT A + BETACAROTENO  +  TIAMINA +  RIBOFLAVINA + NICOTINAMIDA + ÁCIDO PANTOTÉNICO + PIRIDOXINA + CIANOCOBALAMINA + ÁCIDO ASCÓRBICO + VITAMINA D + VITAMINA E + BIOTINA + ÁCIDO FÓLICO + VITAMINA K + CALCIO ELEMENTAL + CLORO + COBRE + CROMO + YODO + MAGNESIO + MANGANESO + MOLIBDENO + NÍQUEL + SELENIO + SILICIO + VANADIO + ZINC + LUTEÍNA + POTASIO + FOSFORO,5000 U I + 1 5 MG + 1 7 MG +  20 MG +  10 MG + 3 MG + 25 MCG + 60 MG + 400 UI + 45 UI + 30 MCG + 400 MCG + 10 MCG +  200 MG + 72 6 MG + 2 MG + 150 MCG +  150 MCG + 100 MG + 2 MG + 75 MCG + 5 MCG + 20 MCG + 2 MG + 10 MCG + 15 MG + 250 MCG + 80 MG + 48 MG,TABLETA
VITAMINA A+ BETACAROTENO+ VITAMINA B1  TIAMINA + VITAMINA B2  RIBOFLAVINA + VITAMINA B3  NIACINAMIDA + VITAMINA B5  ÁCIDO PANTOTÉNICO + VITAMINA B6  PIRIDOXINA + VITAMINA B12  CIANOCOBALAMINA  + VITAMINA C  ÁCIDO ASCÓRBICO + VITAMINA D3+ VITAMINA E+ BIOTINA+ ÁCIDO FÓLICO  MINERALES  CALCIO+ HIERRO+ OLIGOELEMENTOS  COBRE+ CROMO+ MAGNESIO+ YODO+ MANGANESO+ MOLIBDENO+ SELENIO+ ZINC,1 500 UI+ 1 500 UI+ 3 MG+ 3 4 MG+ 20 MG+ 10 MG+ 12 MCG+ 10 MG+ 100 MG+ 250 UI+ 30 UI+ 30 MCG+ 1 MG+ 250 MG+ 60 MG+ 2 MG+ 25 MCG+ 50 MG+ 150 MCG+ 5 MG+ 25 MCG+ 25 MCG+ 25 MG,TABLETA
VITAMINA A  20% COMO BETACAROTENO  + VITAMINA B1  TIAMINA  + VITAMINA B2  RIBOFLAVINA  + VITAMINA B3  NIACINA O NICOTINAMIDA  + VITAMINA B5  ÁCIDO PANTOTÉNICO  + VITAMINA B6  PIRIDOXINA  + VITAMINA B12  CIANOCOBALAMINA  + VITAMINA C  ÁCIDO ASCÓRBICO  + VITAMINA D  COLECALCIFEROL  + VITAMINA E  DI-ALFATOCOFEROL ACETATO  + VITAMINA K  FITONADIONA  + BIOTINA + ÁCIDO FÓLICO + CALCIO + HIERRO + FÓSFORO + MAGNESIO + POTASIO + ZINC,1100 UI  + 0 5 MG + 0 5 MG + 5 MG + 4 MG + 1 MG + 1 ΜG + 30 MG + 125 UI  + 7 5 UI  + 10 ΜG + 40 ΜG +  195 ΜG + 100 MG + 4 5 MG + 77 MG + 40 MG + 1 75 MG + 2 8 MG,TABLETA MASTICABLE
VITAMINA A  BETA-CAROTENO  + VITAMINA B1 + VITAMINA B2 + VITAMINA B6 + VITAMINA B12 + VITAMINA C + VITAMINA D + VITAMINA E + ÁCIDO FÓLICO + BIOTINA + NIACINA + CROMO + COBRE + HIERRO + YODO + MOLIBDENO + SELENIO + ZINC + MAGNESIO + CALCIO,2MG +  1 4MG + 1 4MG + 1 9MG + 2 6MG + 85MG + 200 UI + 15MG + 600ΜG + 30ΜG + 18MG + 30ΜG + 1MG + 27MG + 200ΜG + 50ΜG + 60ΜG + 11MG + 53MG + 150MG,TABLETA
VITAMINA A ACETATO + VITAMINA C + VITAMINA D + VITAMINA E + VITAMINA K + VITAMINA B1 + VITAMINA B2 + NIACINA + PIRIDOXINA + ÁCIDO FÓLICO + VITAMINA B-12 + BIOTINA + D-CALCIO PANTOTENATO + CARBONATO DE CALCIO + FOSFATO DE CALCIO DIBÁSICO + YODO DE POTASIO + ÓXIDO DE MAGNESIO + ÓXIDO DE ZINC + SELENATO DE SELENIO + SULFATO DE COBRE + SULFATO DE MANGANESO + CLORURO DE CROMO + MOLIBDATO DE SODIO + CLORURO DE POTASIO + SULFATO DE NIQUEL + DIÓXIDO DE SILICIO + METAVANADATO DE SODIO + BORATO DE SODIO + LUTEÍNA + LICOPENO,5MG  BETA CAROTENO AL 20% 3 1MG  + 60MG + 4MG + 90MG + 1MG + 1 5MG +  1 7MG + 20MG + 3 7MG + 400MCG + 2 5MG + 3MG + 11MG + 390MG + 207MG + 200MCG + 167MG + 19MG + 48MCG + 5 7MG + 6MG + 457MCG + 161MCG + 154MG + 11MCG + 4 3MG + 24MCG + 283MCG + 1 25MG + 3MG,TABLETA
VITAMINA A + RIBOFLAVINA + PIRIDOXINA + VITAMINA B12 + NICOTINAMIDA + VITAMINA C + PANTOTENATO DE CALCIO + ZINC + TIAMINA MONONITRATO,5300UI + 2 5MG + 1 5MG + 7MCG + 37MCG + 100MG + 10MG + 11 25MG + 2 5MG,GRANULADO
VITAMINA A  PALMITATO  + VITAMINA B1 +  VITAMINA B2 + VITAMINA B6 + VITAMINA B12 + VITAMINA C + VITAMINA D + VITAMINA E + D-BIOTINA + CALCIO + ÁCIDO FÓLICO + NICOTINAMIDA + CALCIO + MAGNESIO + HIERRO + MANGANESO + FÓSFORO + COBRE + ZINC,3 333UI + 1 5MG + 1 7MG + 2 2MG + 0 003MG + 60MG + 300UI + 15MG + 0 2MG + 5 5MG + 0 1MG + 19MG + 62 5MG + 50MG + 4 5MG + 0 3MG + 62 5 + 0 5MG + 3 75MG,TABLETA LACADA
VITAMINA A + TIAMINA + RIBOFLAVINA + PIRIDOXINA + CIANOCOBALAMINA +  ÁCIDO ASCÓRBICO + VITAMINA D3 + NICOTINAMIDA + ÁCIDO FÓLICO + CARBONATO DE CALCIO + FUMARATO FERROSO + ÓXIDO DE ZINC + VITAMINA E + DHA,2664 UI + 3 MG + 3 4 MG +  4 0 MG + 2 2 ΜG + 70 MG + 400 UI + 17 MG + 600 ΜG + 125 MG + 30 MG + 15 MG + 10 UI + 150 MG,CÁPSULA BLANDA
VITAMINA A  PALMITATO DE RETINOL  +  COLECALCIFEROL + ALFA TOCOFEROL +  FITOMENADIONA + HIDROCLORURO DE TIAMINA + RIBOFLAVINA + PIRIDOXINA + CIANOCOBALAMINA + NICOTINAMIDA + ÁCIDO FÓLICO + ÁCIDO D-PANTOTÉNICO + BIOTINA + ÁCIDO ASCÓRBICO +  GLICEROFOSFATO CÁLCICO + FÓSFORO +  GLICEROFOSFATO CÁLCICO + CALCIO + MAGNESIO + HIERRO + ZINC + MANGANESO + FLUORURO +  COBRE + YODO + SELENIO + MOLIBDENO + CROMO,2666UL + 200UI + 10MG + 30MG + 4 2MG + 4 8MG + 6MG + 3MCG + 54MG + 0 6MG + 18MG + 0 45MG + 180MG + 34 47MG + 126MG + 44 6MG + 120MG + 45MG + 8MG + 8MG + 1 8MG +  1 5MG + 0 9MG + 75MCG + 55MCG + 45MCG + 25MCG,TABLETA EFERVESCENTE
"VITAMINA A 2664 UI  COMO PALMITATO  2 664 MG + VITAMINA D3 400 UI  COLECALCIFEROL  0 40 MG + VITAMINA C  ACIDO ASCORBICO  70 0 MG + VITAMINA B1  TIAMINA MONONITRATO  3 0 MG
 + VITAMINA B2  RIBOFLAVINA  3 40 MG + NICOTINAMIDA 17 0 MG
 + VITAMINA B6  PIRIDOXINA CLORHIDRATO  4 0 MG
 + ACIDO FOLICO 0 60 MG
 + VITAMINA B12  CIANOCOBALAMINA  2 20 MCG
 + HIERRO 30 MG  FUMARATO FERROSO  91 27 MG + 
  ZINC 15 MG  OXIDO DE ZINC  18 67 MG + CALCIO 125 MG  COMO CARBONATO DE CALCIO  311 95 MG + VITAMINA E  DL-ALFA TOCOFEROL ACETATO  10 0 MG","2664 UI  + 400 UI + 70 0 MG +  3 0 MG
 + 3 40 MG + 17 0 MG  +  4 0 MG  + 0 60 MG  +  2 20 MCG  +  30 MG + 15 MG  +  125 MG  + 10 0 MG",CAPSULA BLANDA
VITAMINA B1  TIAMINA  + VITAMINA B6  PIRIDOXINA,100MG  + 150 MG,TABLETA
VITAMINA B1+RIBOFLAVINA+NICOTINAMIDA+PIRIDOXINA CLORHIDRATO,10MG+10MG+50MG+20MG,TABLETA
VITAMINA B1 + RIBOFLAVINA + PIRIDOXINA + CIANOCOBALAMINA + ÁCIDO PANTOTÉNICO +  BIOTINA + ÁCIDO ASCÓRBICO + ÁCIDO FÓLICO +  CALCIO + MAGNESIO + ZINC,15MG + 15MG + 15MG + 0 01MG + 23MG + 0 150MG + 500MG + 0 4MG + 100MG + 100MG + 10MG,TABLETA EFERVESCENTE
VITAMINA B1 + VITAMINA B2 + VITAMINA B6 + VITAMINA B12 + ÁCIDO FÓLICO + VITAMINA C + BIOTINA + NICOTINAMIDA + ÁCIDO PANTOTÉNICO + CALCIO + MAGNESIO + ZINC,15MG + 15MG + 10MG + 0 01MG + 0 4MG + 500MG + 0 15MG + 50MG + 23MG + 100MG + 100MG + 10MG,TABLETA
VITAMINA D3  COLECALCIFEROL   + CALCIO +  SULFATO CÚPRICO  COBRE  + SULFATO DE MANGANESO  MANGANESO  + ÓXIDO DE MAGNESIO  MAGNESIO  + BORO + SULFATO DE ZINC MONOHIDRATO EQUIVALENTE A ZINC,200 U I  + 600 MG + 1 MG + 1 8 MG +  40 MG + 250 ΜG + 7 5 MG,TABLETA
VITAMINA E,1000 U I,CAPSULA BLANDA
VITAMINA E + COBRE + ÁCIDO ASCÓRBICO + GLUCONATO DE ZINC + BETACAROTENO + SELENIO + RIBOFLAVINA + LUTEÍNA  ZEAXANTINA,100UI + 2MG + 300MG + 40MG + 10000UI + 50MCG + 20MG + 4MG  176MCG,TABLETA DE LIBERACIÓN PROLONGADA
